eventid,message,url,timestamp,Anon Src IP,src_port,dst_port,sensor,request,user_agent,Dst IP,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP
elasticpot.recon,Scan,"/_cat/indices?format=json&bytes=b&h=health,status,index,pri.store.size,docs.count,docs.deleted,store.size,creation.date.string",2025-01-29 06:31:38.325205+00:00,220.223.97.167,40248,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0,192.168.32.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/db18744ea5570fa9bf868df44fecd4b58332ff24/_mapping,2025-01-29 06:31:38.430195+00:00,220.223.97.167,40266,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0,192.168.32.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/1cf0aa9d61f185b59f643939f862c01f89b21360/_mapping,2025-01-29 06:31:38.434870+00:00,220.223.97.167,40254,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0,192.168.32.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/db18744ea5570fa9bf868df44fecd4b58332ff24/_search,2025-01-29 06:31:38.537667+00:00,220.223.97.167,40280,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0,192.168.32.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/1cf0aa9d61f185b59f643939f862c01f89b21360/_search,2025-01-29 06:31:38.540426+00:00,220.223.97.167,40296,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0,192.168.32.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/,2025-01-29 09:53:54.433829+00:00,132.202.226.124,10120,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",192.168.32.2,7,"CRDF, Cyble, CyRadar, Fortinet, IPsum, Lionic, SOCRadar","malicious, malware",,-70,US,AS6939 Hurricane Electric LLC
elasticpot.recon,Scan,/favicon.ico,2025-01-29 09:54:03.172695+00:00,132.202.226.124,59668,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,192.168.32.2,7,"CRDF, Cyble, CyRadar, Fortinet, IPsum, Lionic, SOCRadar","malicious, malware",,-70,US,AS6939 Hurricane Electric LLC
elasticpot.recon,Scan,http://api.ipify.org/?format=json,2025-01-29 09:54:05.772519+00:00,132.202.226.124,59674,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.156 Not(A:Brand/24 YaBrowser/24.4.1.899 Yowser/2.5  Safari/537.36",192.168.32.2,7,"CRDF, Cyble, CyRadar, Fortinet, IPsum, Lionic, SOCRadar","malicious, malware",,-70,US,AS6939 Hurricane Electric LLC
elasticpot.recon,Scan,/,2025-01-29 11:56:21.813470+00:00,245.62.154.231,55908,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,192.168.32.2,0,,,,-2,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/,2025-01-29 12:44:17.926361+00:00,7.77.231.30,57572,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),192.168.32.2,13,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, CINS Army, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-4,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/_cluster/stats,2025-01-29 12:44:18.335741+00:00,7.77.231.30,57588,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),192.168.32.2,13,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, CINS Army, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-4,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/_nodes,2025-01-29 12:44:18.760007+00:00,7.77.231.30,57596,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),192.168.32.2,13,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, CINS Army, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-4,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/favicon.ico,2025-01-29 12:44:29.166448+00:00,7.77.231.30,55700,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),192.168.32.2,13,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, CINS Army, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-4,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-29 13:28:48.590868+00:00,211.38.16.221,41032,9200,t-pot,GET,Mozilla/OnlyScans (optout@onlyscans.com),192.168.32.2,1,SOCRadar,malware,,0,NL,AS46844 Sharktech
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-29 13:28:48.807307+00:00,211.38.16.221,41040,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",192.168.32.2,1,SOCRadar,malware,,0,NL,AS46844 Sharktech
elasticpot.recon,Scan,/,2025-01-29 16:03:36.351687+00:00,208.40.110.192,53322,9200,t-pot,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",192.168.32.2,1,SOCRadar,malware,,0,HK,"AS45102 Alibaba (US) Technology Co., Ltd."
elasticpot.recon,Scan,/,2025-01-29 16:16:32.863576+00:00,250.210.45.251,38608,9200,t-pot,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",192.168.32.2,1,SOCRadar,malware,,0,HK,"AS45102 Alibaba (US) Technology Co., Ltd."
elasticpot.recon,Scan,/_cat/indices,2025-01-29 20:23:09.737250+00:00,2.191.36.95,59198,9200,t-pot,GET,curl/7.74.0,192.168.32.2,4,"ADMINUSLabs, CyRadar, Fortinet, SOCRadar","malicious, malware",vpn,0,NL,AS39351 31173 Services AB
elasticpot.recon,Scan,/,2025-01-29 21:46:46.846263+00:00,6.251.21.245,53802,9200,t-pot,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.32.2,12,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, Certego, CyRadar, Fortinet, G-Data, Guardpot, Lionic, SOCRadar, Sophos","malicious, phishing, malware",,-5,TW,AS396982 Google LLC
elasticpot.recon,Scan,/_aliases,2025-01-29 22:47:39.170124+00:00,245.62.158.186,42850,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,192.168.32.2,0,,,,-54,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/_stats/indices,2025-01-29 22:59:14.590203+00:00,253.16.212.7,51988,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,192.168.32.2,0,,,,-3,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/_cluster/health?level=indices,2025-01-30 04:59:20.061181+00:00,83.90.113.138,43966,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,172.30.0.2,0,,,,-1,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-30 13:32:09.733797+00:00,13.163.220.100,51660,9200,t-pot,GET,Mozilla/OnlyScans (optout@onlyscans.com),172.30.0.2,0,,,,0,US,AS46844 Sharktech
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-30 13:32:09.767817+00:00,13.163.220.100,51672,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",172.30.0.2,0,,,,0,US,AS46844 Sharktech
elasticpot.recon,Scan,/_search,2025-01-30 15:41:05.389345+00:00,83.90.248.110,42310,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,172.30.0.2,0,,,,0,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/,2025-01-30 15:43:47.927042+00:00,220.19.213.242,39902,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,-52,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-01-30 15:43:48.127747+00:00,220.19.213.242,39916,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,-52,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-01-30 15:43:48.466426+00:00,221.179.110.97,44428,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/_all/_mapping,2025-01-30 15:43:48.676250+00:00,221.179.110.97,44432,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-01-30 20:03:52.925575+00:00,6.251.21.147,56077,9200,t-pot,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.30.0.2,10,"Criminal IP, ArcSight Threat Intelligence, BitDefender, Certego, CRDF, CyRadar, G-Data, Lionic, SOCRadar, VIPRE","malicious, malware, phishing",,-55,TW,AS396982 Google LLC
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-31 04:38:41.384523+00:00,122.242.116.26,41358,9200,t-pot,GET,Mozilla/OnlyScans (optout@onlyscans.com),192.168.16.2,3,"Cluster25, GreyNoise, SOCRadar",malicious,,-2,CA,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-31 04:38:41.469007+00:00,122.242.116.26,41368,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",192.168.16.2,3,"Cluster25, GreyNoise, SOCRadar",malicious,,-2,CA,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/,2025-01-31 04:45:15.243989+00:00,221.124.197.115,33294,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,192.168.16.2,0,,,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-01-31 04:45:15.440517+00:00,221.124.197.115,45416,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,192.168.16.2,0,,,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-01-31 04:45:15.784534+00:00,221.178.230.31,37230,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,192.168.16.2,0,,,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/_all/_mapping,2025-01-31 04:45:15.997052+00:00,221.178.230.31,37238,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,192.168.16.2,0,,,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-31 13:39:36.689190+00:00,89.8.238.67,33572,9200,t-pot,GET,Mozilla/OnlyScans (optout@onlyscans.com),192.168.16.2,0,,,,0,US,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/_cat/indices?format=json,2025-01-31 13:39:36.735758+00:00,89.8.238.67,33576,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",192.168.16.2,0,,,,0,US,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/_status,2025-01-31 20:12:04.028162+00:00,253.7.185.4,37452,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,192.168.16.2,0,,,,-3,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/,2025-01-31 20:24:47.340596+00:00,121.55.143.132,39109,9200,t-pot,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.16.2,4,"ADMINUSLabs, BitDefender, G-Data, SOCRadar","malicious, phishing, malware",,-1,FR,AS16276 OVH SAS
elasticpot.recon,Scan,/favicon.ico,2025-01-31 20:31:26.754617+00:00,244.11.130.242,44541,9200,t-pot,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.16.2,0,,,,-1,FR,AS16276 OVH SAS
elasticpot.recon,Scan,/,2025-01-31 21:30:02.554603+00:00,134.203.205.123,47012,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,192.168.16.2,13,"Criminal IP, alphaMountain.ai, ArcSight Threat Intelligence, BitDefender, CINS Army, CRDF, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, malware, phishing",,-60,US,"AS10439 CariNet, Inc."
elasticpot.recon,Scan,/,2025-01-31 22:32:23.719717+00:00,134.203.205.123,58460,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,192.168.16.2,13,"Criminal IP, alphaMountain.ai, ArcSight Threat Intelligence, BitDefender, CINS Army, CRDF, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, malware, phishing",,-60,US,"AS10439 CariNet, Inc."
elasticpot.recon,Scan,/,2025-02-01 04:38:18.403839+00:00,240.118.195.233,35862,9200,t-pot,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,172.30.0.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/,2025-02-01 04:38:18.486005+00:00,240.118.195.233,41986,9200,t-pot,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,172.30.0.2,0,,,,0,US,"AS16509 Amazon.com, Inc."
elasticpot.recon,Scan,/,2025-02-01 06:27:17.156070+00:00,93.232.243.45,59240,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,172.30.0.2,0,,,,0,US,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/_search,2025-02-01 06:52:24.661069+00:00,83.90.114.102,40948,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,172.30.0.2,0,,,,-3,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/,2025-02-01 06:52:30.242677+00:00,12.47.16.158,55951,9200,t-pot,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.30.0.2,9,"Criminal IP, ArcSight Threat Intelligence, BitDefender, CRDF, CyRadar, G-Data, Lionic, SOCRadar, VIPRE","malicious, malware, phishing",,-55,US,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-02-01 09:21:47.811449+00:00,6.251.21.142,52408,9200,t-pot,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.30.0.2,12,"ADMINUSLabs, alphaMountain.ai, BitDefender, Certego, CRDF, CyRadar, Fortinet, G-Data, Guardpot, Lionic, SOCRadar, Sophos","malicious, phishing, malware",,-58,TW,AS396982 Google LLC
elasticpot.recon,Scan,/_cat/indices?format=json&h=index,2025-02-01 12:46:26.427192+00:00,209.246.4.203,36430,9200,t-pot,GET,python-httpx/0.21.1,172.30.0.2,3,"ADMINUSLabs, Fortinet, SOCRadar","malicious, malware",,0,FR,AS16276 OVH SAS
elasticpot.recon,Scan,/_cat/aliases?format=json&h=alias,2025-02-01 12:46:26.631585+00:00,209.246.4.203,36518,9200,t-pot,GET,python-httpx/0.21.1,172.30.0.2,3,"ADMINUSLabs, Fortinet, SOCRadar","malicious, malware",,0,FR,AS16276 OVH SAS
elasticpot.recon,Scan,/_cat/indices?format=json,2025-02-01 13:49:10.777236+00:00,78.136.211.230,38984,9200,t-pot,GET,Mozilla/OnlyScans (optout@onlyscans.com),172.30.0.2,1,SOCRadar,malware,self-signed,0,GB,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/_cat/indices?format=json,2025-02-01 13:49:10.971292+00:00,78.136.211.230,39000,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",172.30.0.2,1,SOCRadar,malware,self-signed,0,GB,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/,2025-02-01 15:07:04.932329+00:00,220.19.255.62,39124,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-02-01 15:07:05.126372+00:00,220.19.255.62,39138,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/,2025-02-01 15:07:05.459349+00:00,221.198.238.105,53666,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/_all/_mapping,2025-02-01 15:07:05.666635+00:00,221.198.238.105,53674,9200,t-pot,GET,Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0,172.30.0.2,1,Guardpot,malicious,,0,BE,AS396982 Google LLC
elasticpot.recon,Scan,/_cat/indices?format=json,2025-02-01 15:47:39.081556+00:00,122.242.64.248,47228,9200,t-pot,GET,Mozilla/OnlyScans (optout@onlyscans.com),172.30.0.2,1,SOCRadar,malware,,0,DE,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/_cat/indices?format=json,2025-02-01 15:47:39.296073+00:00,122.242.64.248,47242,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",172.30.0.2,1,SOCRadar,malware,,0,DE,"AS14061 DigitalOcean, LLC"
elasticpot.recon,Scan,/,2025-02-01 16:50:30.550855+00:00,180.84.74.207,40190,9200,t-pot,GET,Mozilla/5.0 zgrab/0.x,172.30.0.2,0,,,,-53,US,AS8075 Microsoft Corporation
elasticpot.recon,Scan,/,2025-02-01 20:28:26.947415+00:00,7.77.230.133,51608,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),172.30.0.2,11,"ADMINUSLabs, alphaMountain.ai, BitDefender, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-5,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/_cluster/stats,2025-02-01 20:28:28.485467+00:00,7.77.230.133,51624,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),172.30.0.2,11,"ADMINUSLabs, alphaMountain.ai, BitDefender, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-5,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/_nodes,2025-02-01 20:28:30.533550+00:00,7.77.230.133,51646,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),172.30.0.2,11,"ADMINUSLabs, alphaMountain.ai, BitDefender, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-5,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/favicon.ico,2025-02-01 20:28:42.958227+00:00,7.77.230.133,54840,9200,t-pot,GET,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),172.30.0.2,11,"ADMINUSLabs, alphaMountain.ai, BitDefender, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, Guardpot, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-5,HK,"AS398722 Censys, Inc."
elasticpot.recon,Scan,/,2025-02-02 04:12:40.057686+00:00,158.156.65.67,53456,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/phpinfo.php,2025-02-02 04:12:40.335267+00:00,158.156.65.67,53462,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/info.php,2025-02-02 04:12:40.611151+00:00,158.156.65.67,53470,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/phpinfo,2025-02-02 04:12:40.887766+00:00,158.156.65.67,53472,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/php_info.php,2025-02-02 04:12:42.199195+00:00,158.156.65.67,53488,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/test.php,2025-02-02 04:12:42.472712+00:00,158.156.65.67,53498,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/_profiler/phpinfo,2025-02-02 04:12:42.747478+00:00,158.156.65.67,53512,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/wp-config.php,2025-02-02 04:12:43.024832+00:00,158.156.65.67,53524,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/.json,2025-02-02 04:12:43.299101+00:00,158.156.65.67,53532,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
elasticpot.recon,Scan,/wp-config.php.save,2025-02-02 04:12:43.575247+00:00,158.156.65.67,53546,9200,t-pot,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",172.23.0.2,13,"ADMINUSLabs, alphaMountain.ai, AlphaSOC, BitDefender, CyRadar, ESTsecurity, Fortinet, G-Data, Lionic, SOCRadar, Sophos, VIPRE, Webroot","malicious, phishing, malware",self-signed,-16,NL,AS41745 Baykov Ilya Sergeevich
