Anon Src IP,eventid,operation,url,Src Port,Dst Port,sensor,request,user_agent,Dst IP,query,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP,Malicious_Flag
221.171.212.2,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,52528,631,7d1ef45786ba,POST,PythonIPP/0.0.0,192.168.48.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""0000C11B"", ""version"": ""2.0""}",0,,,,0,TW,AS396982 Google LLC,0
221.171.212.2,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,47614,631,625a3cb8e89c,POST,PythonIPP/0.0.0,172.29.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""000035B1"", ""version"": ""2.0""}",0,,,,0,TW,AS396982 Google LLC,0
106.54.113.62,ipphoney.connect,,/,35156,631,625a3cb8e89c,GET,Mozilla/5.0 (compatible; ModatScanner/1.0; +https://modat.io/),172.29.0.2,,9,"Criminal IP, alphaMountain.ai, ArcSight Threat Intelligence, CINS Army, CyRadar, Forcepoint ThreatSeeker, Fortinet, Lionic, SOCRadar","malicious, malware",,-6,CA,AS16276 OVH SAS,0
221.171.212.2,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,39916,631,625a3cb8e89c,POST,PythonIPP/0.0.0,172.29.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""000136D1"", ""version"": ""2.0""}",0,,,,0,TW,AS396982 Google LLC,0
95.30.117.32,ipphoney.connect,,/,43834,631,625a3cb8e89c,GET,,172.29.0.2,,8,"Criminal IP, ArcSight Threat Intelligence, BitDefender, CyRadar, G-Data, IPsum, Lionic, SOCRadar","malicious, malware, phishing",,-3,US,"AS398324 Censys, Inc.",0
83.14.26.123,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,48684,631,e0f613afa2a9,POST,Mozilla/5.0 zgrab/0.x,192.168.48.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,-2,US,AS8075 Microsoft Corporation,0
221.171.212.2,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,42110,631,e0f613afa2a9,POST,PythonIPP/0.0.0,192.168.48.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00011A4F"", ""version"": ""2.0""}",0,,,,0,TW,AS396982 Google LLC,0
211.156.123.57,ipphoney.connect,,/xmldata?item=all,35505,631,e0f613afa2a9,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",192.168.48.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, Chong Lua Dao, CINS Army, CyRadar, Fortinet, G-Data, SOCRadar","malicious, phishing, malware",,-2,US,"AS211680 NSEC - Sistemas Informaticos, S.A.",0
133.94.131.35,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,12298,631,e0f613afa2a9,POST,Mozilla/5.0 zgrab/0.x,192.168.48.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",11,"Criminal IP, ArcSight Threat Intelligence, BitDefender, CRDF, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, malware, phishing",,-17,US,AS6939 Hurricane Electric LLC,0
200.231.177.6,ipphoney.connect,,/,34377,631,e0f613afa2a9,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.48.2,,5,"ADMINUSLabs, BitDefender, CyRadar, G-Data, SOCRadar","malicious, phishing, malware",,-1,FR,AS16276 OVH SAS,0
152.60.107.151,ipphoney.connect,,/favicon.ico,34907,631,e0f613afa2a9,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.48.2,,6,"Criminal IP, CINS Army, CyRadar, Forcepoint ThreatSeeker, Guardpot, SOCRadar","malicious, malware",,-2,FR,AS213412 ONYPHE SAS,0
245.111.198.5,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,47246,631,e0f613afa2a9,POST,Mozilla/5.0 zgrab/0.x,192.168.48.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,-1,US,AS8075 Microsoft Corporation,0
108.90.122.204,ipphoney.connect,,/,61366,631,4ceeda07f3fa,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.24.0.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, Certego, CINS Army, CyRadar, G-Data, Lionic, SOCRadar","malicious, phishing, malware",,-2,FI,AS396982 Google LLC,0
152.60.107.237,ipphoney.connect,,/,55231,631,4ceeda07f3fa,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.24.0.2,,9,"Criminal IP, alphaMountain.ai, ArcSight Threat Intelligence, Certego, CINS Army, CyRadar, Forcepoint ThreatSeeker, IPsum, SOCRadar","malicious, malware",,0,FR,AS213412 ONYPHE SAS,0
234.34.134.230,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,51248,631,10a6dc4be663,POST,Mozilla/5.0 zgrab/0.x,192.168.80.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,AS8075 Microsoft Corporation,0
220.54.103.22,ipphoney.connect,,/,63458,631,25c1452379d2,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.16.2,,5,"ADMINUSLabs, Criminal IP, CINS Army, CyRadar, Fortinet","malicious, malware",,-1,GB,AS396982 Google LLC,0
29.57.246.112,ipphoney.connect,,/,38059,631,25c1452379d2,GET,,192.168.16.2,,0,,,,0,CN,AS4837 CHINA UNICOM China169 Backbone,0
30.95.33.30,ipphoney.connect,,/,61577,631,25c1452379d2,GET,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",192.168.16.2,,1,SOCRadar,malware,,0,CN,AS4134 CHINANET-BACKBONE,0
95.6.102.45,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,47730,631,25c1452379d2,POST,Mozilla/5.0 zgrab/0.x,192.168.16.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,"AS14061 DigitalOcean, LLC",0
96.32.60.82,ipphoney.connect,,/,59644,631,25c1452379d2,GET,,192.168.16.2,,1,SOCRadar,malware,,-1,US,"AS14061 DigitalOcean, LLC",0
108.90.122.91,ipphoney.connect,,/,59960,631,f8e37b031cd7,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.96.2,,11,"ADMINUSLabs, Criminal IP, BitDefender, Certego, Chong Lua Dao, CINS Army, CyRadar, G-Data, Guardpot, Lionic, SOCRadar","malicious, phishing, malware",,-2,FI,AS396982 Google LLC,0
152.60.107.157,ipphoney.connect,,/,32927,631,f8e37b031cd7,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.96.2,,9,"ADMINUSLabs, Criminal IP, alphaMountain.ai, CINS Army, CyRadar, Forcepoint ThreatSeeker, Fortinet, Lionic, SOCRadar","malicious, malware",,-1,FR,AS213412 ONYPHE SAS,0
152.60.107.149,ipphoney.connect,,/favicon.ico,51891,631,f8e37b031cd7,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.96.2,,8,"Criminal IP, Certego, CINS Army, CyRadar, Forcepoint ThreatSeeker, IPsum, Lionic, SOCRadar","malicious, malware",,0,FR,AS213412 ONYPHE SAS,0
89.36.27.112,ipphoney.connect,,/,61566,631,b4d3b409cee4,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.31.0.2,,6,"ADMINUSLabs, Criminal IP, BitDefender, CINS Army, CyRadar, G-Data","malicious, phishing",,-3,US,AS396982 Google LLC,0
152.60.107.218,ipphoney.connect,,/,53693,631,b4d3b409cee4,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.31.0.2,,10,"ADMINUSLabs, Criminal IP, alphaMountain.ai, CINS Army, CyRadar, Forcepoint ThreatSeeker, Fortinet, Guardpot, Lionic, SOCRadar","malicious, malware",,0,FR,AS213412 ONYPHE SAS,0
78.88.181.224,ipphoney.connect,,/favicon.ico,54831,631,b4d3b409cee4,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.31.0.2,,0,,,,0,FR,AS16276 OVH SAS,0
108.121.98.97,ipphoney.connect,,/,49827,631,b4d3b409cee4,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.31.0.2,,2,"Guardpot, SOCRadar","malicious, malware",,-1,US,AS16276 OVH SAS,0
108.121.98.111,ipphoney.connect,,/favicon.ico,55019,631,b4d3b409cee4,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.31.0.2,,0,,,,0,US,AS16276 OVH SAS,0
133.94.131.35,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,4722,631,d1dcbb007435,POST,Mozilla/5.0 zgrab/0.x,172.29.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",11,"Criminal IP, ArcSight Threat Intelligence, BitDefender, CRDF, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, malware, phishing",,-17,US,AS6939 Hurricane Electric LLC,0
89.36.27.73,ipphoney.connect,,/,62516,631,d1dcbb007435,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.29.0.2,,6,"ADMINUSLabs, BitDefender, CINS Army, CRDF, CyRadar, G-Data","malicious, phishing",,-1,US,AS396982 Google LLC,0
240.124.173.174,ipphoney.connect,,/,54458,631,8742a1af6394,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,192.168.96.2,,0,,,,0,US,"AS16509 Amazon.com, Inc.",0
240.124.173.174,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,58860,631,8742a1af6394,POST,Mozilla/5.0 zgrab/0.x,192.168.96.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,"AS16509 Amazon.com, Inc.",0
108.90.123.236,ipphoney.connect,,/,59332,631,8742a1af6394,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.96.2,,6,"ADMINUSLabs, BitDefender, CRDF, CyRadar, G-Data, SOCRadar","malicious, phishing, malware",,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/,42872,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/manage/account/login,49174,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/admin/index.html,33742,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/index.html,33754,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/+CSCOE+/logon.html,52662,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/cgi-bin/login.cgi,60582,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/login.htm,60594,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/login.html,44008,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/login.jsp,52340,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/login,52346,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/doc/index.html,45858,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/remote/login,57186,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,//admin/login.asp,57194,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,/web/,49576,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
180.202.163.72,ipphoney.connect,,//webpages/login.html,38536,631,8742a1af6394,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',192.168.96.2,,1,SOCRadar,malware,,-1,US,AS396982 Google LLC,0
220.54.102.192,ipphoney.connect,,/,59666,631,8742a1af6394,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.96.2,,5,"Criminal IP, Certego, Chong Lua Dao, CINS Army, CyRadar",malicious,,-1,GB,AS396982 Google LLC,0
93.154.161.244,ipphoney.connect,,/,49002,631,8742a1af6394,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",192.168.96.2,,12,"ADMINUSLabs, Criminal IP, BitDefender, Certego, CINS Army, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-2,US,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
93.154.161.244,ipphoney.connect,,/favicon.ico,58380,631,8742a1af6394,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",192.168.96.2,,12,"ADMINUSLabs, Criminal IP, BitDefender, Certego, CINS Army, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-2,US,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
93.154.161.244,ipphoney.connect,,/robots.txt,58388,631,8742a1af6394,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",192.168.96.2,,12,"ADMINUSLabs, Criminal IP, BitDefender, Certego, CINS Army, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-2,US,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
93.154.161.244,ipphoney.connect,,/sitemap.xml,58404,631,8742a1af6394,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",192.168.96.2,,12,"ADMINUSLabs, Criminal IP, BitDefender, Certego, CINS Army, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE","malicious, phishing, malware",,-2,US,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
18.196.199.85,ipphoney.connect,,/,33883,631,8742a1af6394,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.96.2,,2,"Guardpot, SOCRadar","malicious, malware",,-1,FR,AS16276 OVH SAS,0
107.247.122.201,ipphoney.connect,,/favicon.ico,48097,631,8742a1af6394,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.96.2,,4,"ADMINUSLabs, BitDefender, G-Data, SOCRadar","malicious, phishing, malware",,0,FR,AS16276 OVH SAS,0
108.90.123.108,ipphoney.connect,,/,62698,631,b3f0f39202d7,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.0.2,,6,"Criminal IP, BitDefender, CINS Army, CyRadar, G-Data, SOCRadar","malicious, phishing, malware",,-2,US,AS396982 Google LLC,0
