app_name,app_version,event_timestamp,event_uuid,created_by_node_id,collected_method,transport_type,Anon Src IP,Dst IP,called_number,sip_method,sip_user_agent,sip_message,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP,Malicious_Flag
sentrypeer,3.0.2,26:56.2,e259cd2a-6c3a-4f50-843b-b5c7755cde8e,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.90E+17,INVITE,cisco,"INVITE sip:990011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:61880;branch=bpixwrwckaimr7vzcshp1pwykr1nygmgv2fysneyz5kgf6vp1525sieljq224mlapl8wg5y;rport
From: <sip:1001@3.15.22.167>;tag=987d6dee
To: <sip:990011442830731020@3.15.22.167>
Call-ID: 88d1395439bdbb4cd6af35eaeeb5bf4b
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:61880;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,31:28.5,9dc1fcde-3b3c-47e6-a828-df2d9ff49188,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.91E+17,INVITE,cisco,"INVITE sip:991011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:63502;branch=plbappq231e9dkcf9r6dvz7redxqhz7y7qec97heg7ui0zms4gs4x95khvetxiu008sx61t;rport
From: <sip:1001@3.15.22.167>;tag=d827fdd5
To: <sip:991011442830731020@3.15.22.167>
Call-ID: 4a4ce47f33e0e36d4ef839db27aef07e
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:63502;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,36:00.3,dff4dd05-edb0-4c53-9e89-2e04e225c2f5,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.92E+17,INVITE,cisco,"INVITE sip:992011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:62429;branch=00h9p4gsd1gvff7cyb2sqqfzcb6rz48gslrh8yep9bdqypxnuj1jdbfs950kqb28lrnizpx;rport
From: <sip:1001@3.15.22.167>;tag=95c60588
To: <sip:992011442830731020@3.15.22.167>
Call-ID: 38ce8b30474ce1a57572409d0b09b87f
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:62429;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,40:30.5,a706f278-1c82-4d0d-bf6b-1dcacde6afa7,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.93E+17,INVITE,cisco,"INVITE sip:993011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:56282;branch=f3rkr02sf5fdhh818wh3m72wjmdnfpfq234psprx0tq6hqlbtlqals1bw1qxng9ktp45abb;rport
From: <sip:1001@3.15.22.167>;tag=a576c68b
To: <sip:993011442830731020@3.15.22.167>
Call-ID: c730376df0d8d48cd9119e3e2e34c194
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:56282;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,44:55.7,4f72125c-8076-42c0-9751-2bf6829d4722,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.94E+17,INVITE,cisco,"INVITE sip:994011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:52601;branch=i2ggtf726gr9gjz3x91diz917auzdbvetaz77i2iqu9solqf63pbot7e5sqoe67ayqnc9r8;rport
From: <sip:1001@3.15.22.167>;tag=1ba65d4f
To: <sip:994011442830731020@3.15.22.167>
Call-ID: ece9f5da0c511c89aeab39df8e3c14d7
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:52601;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,49:20.9,74617668-37c1-47b8-965d-cfb917754a5d,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.95E+17,INVITE,cisco,"INVITE sip:995011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:52213;branch=2n46v9ok48s8gkbfn22lp8eo7c5q68oyksze777nq1pbtzwqwpqznf1r9lyens1bhqs2cmt;rport
From: <sip:1001@3.15.22.167>;tag=3ad6abee
To: <sip:995011442830731020@3.15.22.167>
Call-ID: 17c638e3b368fbe06862f219ba32a10d
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:52213;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,53:43.7,576a95be-d1d0-42ee-a056-4dadeabc49e2,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.96E+17,INVITE,cisco,"INVITE sip:996011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:57873;branch=16ancgvlxjd3m7c8omf9slww159625lcnytktdkig99c8adrx7pndknkqks9a2knux3nzqo;rport
From: <sip:1001@3.15.22.167>;tag=e4afdd41
To: <sip:996011442830731020@3.15.22.167>
Call-ID: 82403adde6e3551f7fb884783ed22b91
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:57873;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,58:13.5,6d309778-94a7-45ec-831a-3b933e25d948,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,9.97E+17,INVITE,cisco,"INVITE sip:997011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:63048;branch=tw6q6vr4c959503lnj5pxmmlujnv8l043nwnqnsq5mtapubutankrcy1z1wgr7es076z3b9;rport
From: <sip:1001@3.15.22.167>;tag=7b8c0517
To: <sip:997011442830731020@3.15.22.167>
Call-ID: d1d42d5accafbc60b498eccdc0a0d596
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:63048;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,02:47.6,2487e11a-28ba-4e62-8fd1-13dff4c8eaa1,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,1.00E+18,INVITE,cisco,"INVITE sip:1000011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:60454;branch=402x5im8izajaccicmj07yrthb33pda1vkgul309q2nd0unhd5fstyiblmf3a6bwzldl1p9;rport
From: <sip:1001@3.15.22.167>;tag=fafe297a
To: <sip:1000011442830731020@3.15.22.167>
Call-ID: 2827a8956d36596656a14e4328c075b3
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:60454;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,07:22.6,97acae79-f343-4a74-b4b6-f3cea6c89234,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.00E+17,INVITE,cisco,"INVITE sip:800011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:58117;branch=i6p42dwwrtznrj0j3l5sqxeo2jv04svrh8ql409fsja7z0j7b1pjq08butsixdbypz8gs20;rport
From: <sip:1001@3.15.22.167>;tag=6c8f8347
To: <sip:800011442830731020@3.15.22.167>
Call-ID: d609c8449f974c0c0ee52a32179fdbd2
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:58117;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,11:58.5,facb27bd-1f91-4af3-9632-abf731f8d348,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.01E+17,INVITE,cisco,"INVITE sip:801011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:60446;branch=v9f1el2nuev73njereqbuqhawhlwe6et3wzkoaybygpwhnqh6ool6auw037fgr9xwdgr4wv;rport
From: <sip:1001@3.15.22.167>;tag=902d9d86
To: <sip:801011442830731020@3.15.22.167>
Call-ID: e8235f733d7e8ec552c2e70aaed563ec
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:60446;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,16:38.2,905e92f4-80d2-468d-9bfc-751489f69f39,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.02E+17,INVITE,cisco,"INVITE sip:802011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:51000;branch=fhvqygw8esmoqi0uq9pboervj8kr9owxbxibpm0o8cg8ytz2ryy1dx273zzrj2wzq1bxtpq;rport
From: <sip:1001@3.15.22.167>;tag=f73b1eea
To: <sip:802011442830731020@3.15.22.167>
Call-ID: af1e673e79b85a36fa8b7927a3d5955e
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:51000;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,21:14.1,68617c16-ccf2-4f0c-aa3d-e23937946461,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.03E+17,INVITE,cisco,"INVITE sip:803011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:55567;branch=g9ygkux05owbhoemk56mfecxyowsq4bcaym406dxr4pnipo2qf2xgihnltqhatr2rmfiw5m;rport
From: <sip:1001@3.15.22.167>;tag=387932d5
To: <sip:803011442830731020@3.15.22.167>
Call-ID: 9026e293ad97062cac52d55a02364278
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:55567;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,25:46.1,763f190b-c0b8-493b-9232-9742de8f85ce,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.04E+17,INVITE,cisco,"INVITE sip:804011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:62690;branch=pgwe7g1j0qtk60q71i0bt4n5e24xqpgfvbftqq80imbvzn7q5fgqqinvpcpox5sm9uq0v0c;rport
From: <sip:1001@3.15.22.167>;tag=53723aea
To: <sip:804011442830731020@3.15.22.167>
Call-ID: 4bc7a0240e33e4074c19b5e0ef25ec45
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:62690;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,30:17.6,1a35e89f-8842-4cd7-ac2d-58e2361d0e55,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.05E+17,INVITE,cisco,"INVITE sip:805011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:52286;branch=50jx4hdg6rcuz8v1fkfxmqzgnoahsdvmhrwm9qgsxd5u0sw1ehc3d8eqxw1821noklb9wb8;rport
From: <sip:1001@3.15.22.167>;tag=a42163c9
To: <sip:805011442830731020@3.15.22.167>
Call-ID: 5821f579478547aadd9a258e96125fa5
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:52286;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,34:47.5,529edac7-a3a5-4353-b957-641e00697890,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.06E+17,INVITE,cisco,"INVITE sip:806011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:59343;branch=qz1smgvkqdwmqftchvt8m5qinevsakqpxrx7k6xtwz673dexpp7afppmj1yyix94ax3ahfo;rport
From: <sip:1001@3.15.22.167>;tag=434615b1
To: <sip:806011442830731020@3.15.22.167>
Call-ID: 2e13eba864617597f3ab88509e5460cb
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:59343;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,39:14.2,89119b8d-409a-414b-bb1f-ff71f1fc3f3d,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.07E+17,INVITE,cisco,"INVITE sip:807011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:53404;branch=d41hvneia4y0q04qboqncaljvamv2920hknw2basyrv5ot4f0g73tjbu6azna6l9vdxqj52;rport
From: <sip:1001@3.15.22.167>;tag=15ed8176
To: <sip:807011442830731020@3.15.22.167>
Call-ID: 0df3dda8fc58b6aed6cfe8256167a797
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:53404;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,43:39.9,fc3a1995-506d-4546-a075-78a3790020fc,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.08E+17,INVITE,cisco,"INVITE sip:808011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:51753;branch=e3cozquccur0m1ruogddl97j1v1b83x7zao50nfvme7186p8x2wf3v0qeq8f6gpwdfvvhv1;rport
From: <sip:1001@3.15.22.167>;tag=0ec882e2
To: <sip:808011442830731020@3.15.22.167>
Call-ID: 49dc21027849f57bb50e6f18af44258d
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:51753;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,48:05.6,79244d10-6a4c-4101-8ac1-d3e8bf73fb28,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.09E+17,INVITE,cisco,"INVITE sip:809011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:60710;branch=rbxqxefvxyo1cxnrsbehajwzxlcqrq4bpbcpgrzqtl90mcwhmghort5iqeqgagaeii5789l;rport
From: <sip:1001@3.15.22.167>;tag=86c45188
To: <sip:809011442830731020@3.15.22.167>
Call-ID: 775d90aee9c6e9de72d56dcd24341166
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:60710;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,52:36.8,2565b0e6-4cbf-4746-90cf-448bd8678ee5,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.10E+17,INVITE,cisco,"INVITE sip:810011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:60416;branch=3pvqe7vmfq3mrs738sit9crs5ll6zorjv8idlsn7z7vlrf36oqcw7kys9uc4rkt27hhivkl;rport
From: <sip:1001@3.15.22.167>;tag=4cedbdf3
To: <sip:810011442830731020@3.15.22.167>
Call-ID: 2044d62d658c24fc3df8ca9771f87ef6
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:60416;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,57:09.7,009564be-ac2e-49ea-8b76-df27a7128ed5,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.11E+17,INVITE,cisco,"INVITE sip:811011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:50822;branch=sdas2pk5m9gwg64igq8w9tt4v9yu5lltc0rdyvl0mytl75ivpyohpinf3b827cxvnwzunah;rport
From: <sip:1001@3.15.22.167>;tag=473448f0
To: <sip:811011442830731020@3.15.22.167>
Call-ID: 18ba100c427bca6cf512dafe573b1cb2
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:50822;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
sentrypeer,3.0.2,01:43.7,309f96a2-658d-4c4e-9eef-d395472fec62,7681f3f4-3746-4e18-97f1-6ff9758e620b,responsive,TCP,69.235.4.209,172.23.0.2,8.12E+17,INVITE,cisco,"INVITE sip:812011442830731020@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 185.243.5.46:52121;branch=9pjb11q72ewc4hxtkfiv1pecuckrsdtje5q3ffp20wiuqtqxyxovynddphzsp15fsrzzif4;rport
From: <sip:1001@3.15.22.167>;tag=3c2497d7
To: <sip:812011442830731020@3.15.22.167>
Call-ID: 56fdab51374e9dce9df75c60136433d1
CSeq: 1 INVITE
Contact: <sip:1001@185.243.5.46:52121;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",10,"ADMINUSLabs, Criminal IP, Cluster25, CRDF, Cyble, CyRadar, Fortinet, GreyNoise, Lionic, SOCRadar","malicious, malware",,0,US,AS23470 ReliableSite.Net LLC,0
